date,useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
04/01,21e02431c0d9986f97b301ddce280fbc0e1e29059c27470e675e1b8ca8c700c7,CIV.2.,7.806,3,1.282,13929,5.79884,-6.59525,33395,1,8
04/01,21fb1aa89a266a2b978b078626d37693718fd301b7571e10e5330bb18e69412f,CIV.1.,2.831,2,0.075,1171,5.40426,-3.99958,8621,1,8
04/01,2213f776ff440e58a9a510286a9c484d4801e5eb93c9200d38ae998ada2bb1be,CIV.1.,6.881,3,0.08,10310,5.30691,-4.01416,47306,1,8
04/01,22a71fa265dda21898446a60194a661be3677fd7901c72affbd684895d44ab88,CIV.1.,18.59,2,0.708,2183,5.33126,-4.10658,26708,1,8
04/01,22a8c823c9f78347bd89763fe4f383fea904ce1ce7927ef5f0c3e24299b62d71,CIV.1.,5.979,2,0.95,8937,5.33661,-4.09241,49892,1,8
04/01,22cb11e7b174919eb60179f8d8e89d5c2f91b96d7fceebf10e80b184435ce489,CIV.1.,1.93,1,0,69283,5.32013,-4.05945,69626,1,8
04/01,22dccbccd08912e82a94092eac122aedc515a36d50e28bc16c3f159ae3a462ce,CIV.1.,36.235,2,8.416,1945,5.39601,-3.99545,13312,1,8
04/01,2344428dcca7ac750bcc5462bb9421ad5261c70b2a85359eccbe800802fcf9d9,CIV.9.,20.811,3,4.604,17490,6.90163,-6.40279,61337,0,7
04/01,23a1e07b66a24768278169d6cc87b71528b2ee55344292f23a283ff26ba1cd40,CIV.1.,19.954,2,6.046,84269,5.3476,-4.0155,98234,1,8
04/01,23c167fdab146a9a9e903ee85968cad112a54d731243007ae268d2d7b35bf835,CIV.1.,50.561,5,2.581,46107,5.38055,-4.00452,71252,1,8
04/01,23e4d7d06fe08c8c75e2d2183413ba9dff9e3c1d312edb7ff40f660a114f36f1,CIV.1.,89.694,4,7.827,24165,5.35667,-3.88282,76071,1,8
04/01,241b4548f66fb8e530c5beb2fad399b3f066fe08434cf660913f9b3bd1d48614,-1,28.697,0,-1,-1,,,18278,-1,-1
04/01,24235269661ae97223a706eb47de8e6d5df3cb06f2bfe596eff5293385fc70e5,CIV.1.,20.584,1,0,5870,5.44372,-4.06513,35137,1,8
04/01,2424bd63448af9cb08a9b22d5bbdff989af7094459bc86e493cdf9f94cb37f38,CIV.1.,3.592,1,0,2118,5.41318,-3.98038,4310,1,8
04/01,24bec7561edcc98ec733f68a72c45d3c16f92542dcd2b52d99d1de2565028f22,CIV.1.,4.96,2,0.111,2996,5.35158,-4.02013,24303,1,8
04/01,253202a13d048409d412cd2187c4720410abd912ae0209a28e8e6dbfadeaed3b,CIV.1.,0.746,1,0,11387,5.28168,-3.97156,11387,1,8
04/01,25b5fc5445cae0e22df72e1cd4847ce01873aaa2ebfd68ad260eaa715a669a94,CIV.1.,17.725,1,0,24723,5.49591,-4.08142,36928,1,8
04/01,26152024c423e5042366d9f9b20c1cbfbb13ebb72ed5fb2eccbe90ca870462ac,CIV.9.,0,1,-1,17612,7.02859,-5.52471,17612,1,7
04/01,262747f6476dc983b3800844935d8ffd4524b773a634ce760cd1ce5329c79159,CIV.1.,2.199,1,0,7315,5.32562,-4.02649,11484,1,8
04/01,264396cae27ef4f393b0b7dfa9e299e7888e50365fba90ebd1c8e7dbcf835dd5,CIV.1.,0.968,1,0,6972,5.34013,-4.09646,6972,1,8
04/01,264d176bd4d4152feb46bc8c22c5bca4f84c25f14880e4a50b617ea297da8d05,CIV.1.,0.329,1,0,23615,5.3442,-4.0472,27985,1,8
04/01,26c2639adf70bfdd3782009a33a324bd9060700967809c1d1b6f5fe7bc8ccdae,CIV.3.,270.134,2,2.47,10940,5.26329,-3.60168,714059,1,7
04/01,26c3b7d40bfd873320219c39ec52ba5fee1b037e3b9157ccbee4c2bdf849164e,CIV.1.,50.301,1,0,20647,5.37858,-3.9353,32675,1,8
04/01,273d14d0da724b65f053c673565898072bd6331902865b2c6cfc5aa28e6ccfd3,-1,7.33,0,-1,-1,,,61949,-1,-1
04/01,274405d667d6f55cb4e6a64476a670c200333fba920480ec8e7d20ea4f07709e,CIV.1.,0.142,1,0,77446,5.34058,-3.99637,77713,1,8
04/01,27d1c050fb24aa2ff069d2446c04862811582683f0d3e7b014866b6afc449054,-1,0,0,-1,-1,,,0,-1,-1
04/01,2836892ed6d1c407bd911c3bf26e405c1f83666d3363b14ebe11538e2cee5295,CIV.2.,0.581,2,0.206,16174,5.78359,-6.59257,21094,1,8
04/01,283e828c58b7df7dd3902e1f9f45cd277e3f24f3805bbbaaac4713b4b451f27f,CIV.10.,0.315,1,0,38911,9.55141,-5.49234,38911,0,6
04/01,288593ac87640846f27c0833ff5c59f5f773972291bddd33870571328c1b0109,-1,8.675,0,-1,-1,,,84386,-1,-1
04/01,288abc261484f8b90b7188f9cee38e5a90ecc30f2aa191b97e7f93a3c36511ba,CIV.1.,38.846,2,3.41,3712,5.35381,-4.03748,24877,1,8
04/01,28c659f20af9e5713898d846249ea2441d6a992346b007242bf9ffba67769ac4,CIV.1.,1.528,1,0,87005,5.3421,-4.02649,98506,1,8
04/01,28f31cfde90f14d57be033acf3a87a460d345b955dbecac61fe081fdfdb6ad33,-1,1.564,0,-1,-1,,,107856,-1,-1
04/01,290f48384adbd1c727b038920afaeee90f3550f035d2b9e51a57d1f2c508fae2,CIV.7.,0,1,-1,56082,5.67498,-4.57131,56082,1,7
04/01,291b161a0f243025191967b1f91b64ff91e00da402a9247e7826ba9a2538472e,-1,0,0,-1,-1,,,0,-1,-1
04/01,293129b71c75ec16cbb9cfb52e4570c85a45bb2450d657f940c53dc82678a5ec,CIV.11.,0.435,1,0,6559,7.72696,-5.02875,51861,1,7
04/01,29a6582374eca4b691a1be16f2e93bee75ef880eabfbfe9d19f5f0be8c889672,CIV.1.,79.397,1,0,3498,5.34567,-4.06507,77820,1,8
04/01,29ac1b5c2daafa8d2f676a98e21b8b420e06e0eede9c8a45ac75ce8e98060fc5,CIV.1.,0.031,1,-1,2004,5.3282,-4.11006,2004,1,8
04/01,29b855419464f976bac26d62ed19444e5a71e2a20ea1f72664e4832cae0f5304,-1,2.729,0,-1,-1,,,4721,-1,-1
04/01,2a0a83fcd366ad55d5ef813158e2e2b1dd59f95ca064b9459755f3485d955699,CIV.1.,9.171,1,0,57142,5.35309,-3.97156,68138,1,8
04/01,2a276dfcdb0cd65fa2f1c05ac98aa15f906c9b1e33f0a447d7b3c833a25c43cb,-1,3.665,0,-1,-1,,,27025,-1,-1
04/01,2a2de4b5372347bec62aec57558daef2f48e20afb4966350054a1f3df88c6710,CIV.3.,201.718,3,114.661,26520,6.72901,-3.50903,36869,1,7
04/01,2a928633cb7e1396e115bffafe7e3a511015166ebd645d9f1bfd8bb1c02b26e1,CIV.1.,0.175,1,0,45695,5.37172,-3.97134,45695,1,8
04/01,2b106ee0c7d062972e87450946537d0a5893ec08d715340625984413e20e484d,-1,0,0,-1,-1,,,0,-1,-1
04/01,2b63c606cf998613d37ae932eca38975fd3a8ff7aeb7534973959d7fa369da59,CIV.1.,3.501,1,0,65085,5.36957,-3.97156,67873,1,8
04/01,2b9a1031b1da164781ecb26635344acf262ad6b288596bee054a93ae68e27cc5,CIV.1.,0.594,1,0,30454,5.33769,-3.9473,31842,1,8
04/01,2bca48ac1235b84f601bb4174df4188ce3a737ec675149d26e5b6f23384c2e49,-1,0,0,-1,-1,,,0,-1,-1
04/01,2be1c3cc26d6cb35baece9df492401eac8dd22e88e429ec13d7c66b484d0a25c,CIV.1.,0,1,-1,83369,5.44098,-4.02649,83369,1,8
04/01,2c144af9282e0818f5864b5f4c3feeb67621f3998660682bfde514bf8a616836,-1,0,0,-1,-1,,,0,-1,-1
04/01,2c55fc7b2aada949ea80b52d3e1f164a37a90fa77226c766a8680f3396dd9d9d,CIV.1.,1.529,1,0,1118,5.30413,-3.9783,4171,1,8
04/01,2c5b03a2f41c642f67a56a9c7f3353aba748119d82fcce1c2de34dbb7a07c586,CIV.7.,1.064,1,0,35420,6.11788,-3.85087,35420,1,7
04/01,2c75e70f2ad5c203c6bb5f1f1736c365f78573a9da1a27db5378445ae9a6a1b9,-1,0,0,-1,-1,,,0,-1,-1
04/01,2cedf57d0362dda803573b02fefbda546c6b56af2da877df749bce41ec2aafb2,CIV.7.,68.733,3,25.948,46529,5.31919,-4.66391,52104,0,6
04/01,2dc3569c3b68d573e0b5b49d235a243836c0dbb8eca5f0861406e339d2cc362b,CIV.1.,108.316,3,1.379,50315,5.39154,-3.98254,67968,1,8
04/01,2dfc7a8ec129fb308e74ca146377dca68a619d84405c82525664e4d9ea4d0bbf,-1,0,0,-1,-1,,,0,-1,-1
04/01,2eabe37f1b9cb18eba6d2812588513421e8401639d15a1152bde3c598d668599,CIV.11.,2.598,2,0.153,43413,7.70438,-5.02727,52153,1,8
04/01,2f7444ea3600b4e87659cdc22dd4f9fbe528b7ee6949bf1e241e22d4c85bef42,CIV.1.,0.31,1,0,2718,5.38414,-3.9045,3238,0,8
04/01,2f93d57780a42d68703818573b4089b53241886307f71738ac13cca9f6222108,CIV.1.,6.403,2,0.334,4055,5.49539,-4.04664,6208,1,8
04/01,2fa4044fa50016cd503fba82e69f3126563532d0a9e8068ecf3d616daa6d9e7a,-1,0,0,-1,-1,,,0,-1,-1
04/01,2fe4fc5fa2619de9eb97a678877425c0893f886b8edafc5d82fe0d19a069c4f0,-1,0,0,-1,-1,,,0,-1,-1
04/01,2ff1bf7cfdc08ebd0820e18fc5683d8e3b18b5442dc8e000b793bf826eec0f16,CIV.1.,5.491,1,0,37947,5.30365,-3.94958,42639,1,8
04/01,3026d3e9e464ed94fb4ee96ee98620a23fcfe41f968adec2d1d9cdc6d9868d26,-1,1.158,0,-1,-1,,,69522,-1,-1
04/01,30fb4b44237ab05887d35a62b5f9856987b5c644f827ea8a305e93468430bed8,CIV.1.,22.685,1,0,10990,5.34712,-4.07447,16889,1,8
04/01,311b19f26cd54d4a89ef33e8f8e5ef7e2e9931b30c3f8ca235aea5a2e74d2a5d,-1,6.981,0,-1,-1,,,2495,-1,-1
04/01,3126d7478628ecb670f63325e385384f92ea92a1a9713fb5ad2dc3c2821dcca7,CIV.1.,0,1,-1,10198,5.37582,-3.99469,10198,1,8
04/01,3129710db5b6d58b5620bed0fb53e5af158b4805402472d351b60b3950b1089e,-1,0,0,-1,-1,,,0,-1,-1
04/01,315dcc9b19e8012e60b2f00d22fbdc40cfae3c2ce2a1d40d099a16a4522008ef,CIV.1.,62.357,2,2.339,11295,5.37318,-3.92784,20559,1,8
04/01,321152746005c03a65648ef51e45f442dc81d1341aec3c77d7541b4bb6e32c3b,CIV.1.,6.628,1,0,17557,5.28697,-3.97923,90715,1,8
04/01,32168b827903b2ee3b5867fb6fcdbc571e0cc8c5166627229d99a0e0e776365a,CIV.1.,0.697,1,0,31995,5.29567,-3.97783,48135,1,8
04/01,3259af0ccaee0bd70673959c8b2e1c42f40ecd18223dce88eff6a06603447ee9,CIV.1.,86.718,2,8.939,30689,5.37588,-3.9931,84597,1,8
04/01,329f5b97f4478d6faa7758877978ea5cdd2de017b83fd0b31a763fb36b454de1,CIV.1.,3.3,2,0.427,4744,5.29661,-3.96565,68137,1,8
04/01,32a98bffb2de511845e1751862a7308a2e4ad4e8423854420d8bf31f88625cb6,CIV.3.,0.086,1,-1,59327,5.46878,-3.20634,59327,1,7
04/01,32ea1a076c990021a292bbebc030d8b5e87f30b905133967e5c828ac1a301ac3,CIV.1.,0,1,-1,83579,5.33112,-4.09241,83579,1,8
04/01,330f7695160ee4f8675cacc5e34dbb5fdb3f6e9b209a0838867aa860860a3ba9,CIV.7.,2.265,2,0.612,11129,5.89142,-4.82849,59073,1,6
04/01,333e3ae731631a5f744caf52024878c664f52a88e0a1e7065305089179cce628,CIV.1.,14.195,1,0,41155,5.36407,-3.9386,42951,1,8
04/01,337c95e2be41c5d1c4fa53c18379ae60cf2951aa9228782971b73a478c6f2a01,CIV.1.,22.457,2,4.776,21195,5.38605,-3.99353,40836,1,8
04/01,33b014e827f4661468fe19da4ac6e3965098d80959f5782d0ade3eedfffcfe34,-1,1.764,0,-1,-1,,,1957,-1,-1
04/01,33c8137478b5f538ed64b61c4e21eb85556a4909e9f6a0f9fa1046a5345ec80d,-1,0,0,-1,-1,,,0,-1,-1
04/01,347456d6a50c3f78c9d003c28e25982117717cbbae695853099f045f4e71c5dc,-1,2.368,0,-1,-1,,,38464,-1,-1
04/01,349e5da388d30d6d06bd7179e64b82f1999b57bbcd4e1829a277784ecfa2b91c,CIV.1.,29.894,1,0,26669,5.38605,-3.92761,62780,1,8
04/01,36001e8cc2b094ee206f0e499e294fff432c698fa2c3edd85f63f7cdbd999d3f,CIV.1.,63.219,5,6.958,36476,5.32864,-4.08778,74154,1,8
04/01,36ce5f93bf9bb8a9f97c34e5ed1d4ff6ebbcce595852bfa3e77e577d743199ab,-1,36.295,0,-1,-1,,,13458,-1,-1
04/01,3774602d9b3b60e334ea31a9263e94ec5ef415f5b7c4e5bc498eb812adcccd58,CIV.1.,0,1,-1,101392,5.35858,-3.98254,101392,1,8
04/01,37d8b125f84635e8e2e9886d1ff2b9d76b0c6c187ab104a6458ffefd997fe034,CIV.1.,9.531,2,0.397,16670,5.48642,-4.05331,40153,1,8
04/01,387066773d79b831b724a797ea8d21f9593f13f8022e5efa701e389e6d011bad,CIV.11.,1.127,2,0.1,10412,8.36648,-4.42898,60269,1,7
04/01,389a6ea1b263bd59125d0fca8f34e0f23ee4a0363455eb41ac2fbea848c582d4,-1,0,0,-1,-1,,,0,-1,-1
04/01,389d97c5bb06f322994253b790170b76f65623de1395b20e452464bfeda7746f,CIV.1.,15.761,1,0,1530,5.29325,-3.99874,90065,1,8
04/01,38c15b417a94cd4d6747175f3a17a3589ffbbdac1e2161ec79001c771496fde6,CIV.1.,59.357,2,3.852,10298,5.32108,-4.01159,31607,1,8
04/01,38c632a0997c275a1562696cf218395f1152305566f940cb0eeae3e4861ac986,CIV.1.,36.602,1,0,76545,5.39703,-3.97156,98442,1,8
04/01,394b9c7acba43b13cd38fe369c19b37c00efd39ee361533b5494d0e11d003d6b,-1,0,0,-1,-1,,,0,-1,-1
04/01,39ad50145161507c1a8e5814ab83deb07c46a84e960bb76999b46f183c1b995d,CIV.7.,64.91,1,0,33004,5.73508,-4.52217,33004,0,6
04/01,3a6e7174cb9507c67717ba4479b3eb73775170298ec4239aecf6ae661dc5288d,CIV.1.,4.197,1,0,13181,5.28717,-3.96057,21835,1,8
04/01,3a7d495e62ead6dbd2769789420e4248d6ab8b26e606f625ec3122e246f23174,CIV.2.,19.607,3,3.153,75870,4.74335,-6.63025,90577,1,7
04/01,3ab9d449f6c3acb20dae162dfe567b5cb2fc951881a9f162101c87fba2ce43ff,CIV.1.,18.587,1,0,30964,5.37831,-4.0071,135135,1,8
04/01,3ada2843fdca94dda3899984e248b05e456c5202233d3edba0e3577658f0905c,-1,0.611,0,-1,-1,,,2672,-1,-1
04/01,3b0b656f755e320dc470a78b750e2e6013173d991557044b9cf4654498fc0f57,-1,1.203,0,-1,-1,,,774,-1,-1
04/01,3b15a7c42d3ec8e835bf31c380882f1b490c94af19d41eb8e9a2e561554890e5,CIV.1.,4.356,1,0,86782,5.3476,-4.07043,95084,1,8
04/01,3b174079d68ae062eb6d0d7d09a32d86399aa0917a02ce39c8fb502b7fecc725,-1,15.199,0,-1,-1,,,38509,-1,-1
04/01,3b8f6b80f1f31e111dd2c2b692cac77f750ed071808cf71809bc585baf0414fc,-1,11.358,0,-1,-1,,,52967,-1,-1
04/01,3ba9272308a0a08c06047e663e8d1092f7f62708f589ee6f848c5606f5e913f9,CIV.8.,0.36,1,0,1211,7.41169,-7.55112,2724,1,8
04/01,3c07018fd7073a725c04617db0ae539a8cccea108d9df6e24766f85f21171557,CIV.1.,6.288,2,0.145,73043,5.28168,-3.97156,91332,1,8
04/01,3c0f9e92d35539e3c0f40d293a65f0e7ac667342e1df536804a52c3963b2de86,CIV.1.,9.142,1,0,1573,5.35536,-4.086,14926,1,8
04/01,3c17499391a4804bd7b07530dc1c89a1477a30611fbfbedc8ddd2864a5d16d2e,CIV.1.,0.204,1,-1,4955,5.35414,-4.01946,4955,1,8
04/01,3c17f9ae92e50fe93ddb9eb34c08de7ae57a0a2557c3c02647887a0baa38225b,CIV.1.,0.082,1,-1,43274,5.38582,-3.96831,43274,1,8
04/01,3c5b22739accf21d108548ee903c469470942b2241eba389def874099a679897,CIV.1.,0.959,1,0,1656,5.37752,-3.92803,14773,1,8
04/01,3cd581a0d286307aae5d32b039cb467a528985d6af83940daeef1dbc81ea74af,CIV.1.,1.336,1,0,12631,5.30365,-3.94958,12631,1,8
04/01,3cf4206f9e9890933f00a3f90ee0a2b15f5b99e6cac2793c658a8222a2645a85,CIV.1.,2.117,1,0,36818,5.29816,-3.97156,38041,1,8
04/01,3d05caa26bd760dfe6585bc1b27056571d742f6c8e7c7d0a28c92cc4329ba8ce,CIV.1.,3.097,1,0,70642,5.37907,-3.91228,71608,1,8
04/01,3d827813746a066fb1535d342bbd16f091e4d2a026bea168b694f1cabde7a73e,CIV.1.,132.67,1,0,187666,5.34536,-3.94586,661331,1,8
04/01,3e9632778b5576709cc2d5406409c0f8b785ae5e7609f1fdfd85e5c676dcc0a1,CIV.1.,50.496,1,0,49414,5.35309,-3.97156,58428,1,8
04/01,3f30a08bb0d5bf52aaf9be24b4a1fd2d1a47e2aad2de5312d0fca4759da1f4f9,CIV.1.,0,1,-1,70026,5.41901,-4.0155,70026,1,8
04/01,3f7ebb9adbc1527763d25eddcf18c31d31cd762930e1f0afed7e9fbf03beaa96,CIV.1.,11.996,1,0,8365,5.3421,-4.05945,20497,1,8
04/01,3f82b8cf2a9f77ccee4cf88c8e4f905fef9f6d556bd8cfb195b0aa309974c178,-1,0,0,-1,-1,,,0,-1,-1
04/01,3fa46c74a82fc698c3e2a4e41705caf7aadcbb56b39915f22084638d5ea78395,CIV.2.,0.015,1,0,4099,5.78798,-6.60019,4099,1,8
04/01,3febd2a8a5f9ac78522f47eb3a4e0c149f63a6c6ff5cbfe4af56b057a28c4826,CIV.13.,1.711,2,1.712,23173,6.86371,-5.28992,26450,0,7
04/01,4024024f1fd75b6173fbd826f7d35edf4976cbfae336af9256d4a505cd065e35,CIV.1.,18.558,1,0,3104,5.36245,-3.95759,13666,1,8
04/01,403ed4f45dc4575ef10c43a9cb402bff1c49a15cd151af9e5c8c90f17f95963d,-1,138.674,0,-1,-1,,,184169,-1,-1
04/01,409bc2d42c60f4aee70cbca101361dfca15bb35b7abe911b44e4c63c6f87ec9c,CIV.3.,21.14,3,0.641,10116,5.21613,-3.74129,39198,1,8
04/01,40b1776c96dfd3777f0f64b94a1fa1f87fb6ef9f3d1a0d57a8da774d4395d3db,-1,0.878,0,-1,-1,,,10754,-1,-1
04/01,4110dc7374299426f222416c373fb243bdae9a9580d3530f59a9f3dbfd678081,CIV.3.,0.088,1,-1,32757,5.29332,-3.60156,32757,0,7
04/01,41b79065d9c239454f51f740fc405340d28b0a50df4ffe481942afa0e53bfce6,CIV.1.,4.125,1,0,9278,5.5069,-4.04846,20106,1,8
04/01,41e9c09169783b865210fb08fc3c1cb38f214363eb1ee9e4c816ab286cd5bb81,CIV.11.,12.659,1,0,19023,7.70799,-4.99243,49074,1,8
04/01,426914e07af291d7b388fc8db3de95fe70f231772c032ae90fafd2da96dcbcea,CIV.1.,31.619,1,0,822,5.29829,-3.97344,38149,1,8
04/01,434a898ce1b38d085d756b2b3fb0a307f599561d1b3c308fd97df2dc05705428,-1,5.329,0,-1,-1,,,148290,-1,-1
04/01,437c9c57266e92a887be05547bd69ad29236611bf11b3e5bb1cdbef2f8edfbd7,CIV.1.,0.05,1,-1,73000,5.33199,-4.06084,73000,1,8
04/01,43a3c143244200a42a2bf679651f3b5c88a714008755f3a8884e07caf4566b4c,-1,0,0,-1,-1,,,0,-1,-1
04/01,444a2ee80ab3a8ea5402b8bf7bbdd563fa6b751f782c712de4eeb8ebdec3db37,-1,7.504,0,-1,-1,,,35915,-1,-1
04/01,4460671665b31fe0e42fe0eb8ea24effe2a38909fd1e8715474e1d89bc3b1975,-1,0,0,-1,-1,,,0,-1,-1
04/01,4466c1149e88266a66c78dbab531e062c4d62a764086c94d0d3a38c363283d1a,CIV.1.,0.907,1,0,85066,5.27749,-3.97243,92417,1,8
04/01,458ef696def7328d6c4afbaee9c9f4d4e90460e68ae5dee5cd481297f8a669f1,-1,11.135,0,-1,-1,,,42928,-1,-1
04/01,45d8884266be2d063ca891989dd3b8504fad701dc8cc5758ffdd29c5392dc1d8,CIV.4.,3.496,1,0,2180,9.50416,-7.56308,20824,1,7
04/01,45e4a80412317e513980b49b90d359cac2c94063871f8ab5990dcbf46d1a4272,CIV.1.,13.149,3,0.65,11193,5.34919,-4.02761,43714,1,8
04/01,45f021bde6808071e0c48e150815d6463ee1e93a1e985c0cd64594b887ad33ef,CIV.1.,8.846,1,0,1621,5.36466,-3.93525,67530,1,8
04/01,462d7375f0bac0616db33a6413bd21dc63314f43599a4a2b01e91c94aa4cc04b,-1,0.834,0,-1,-1,,,9570,-1,-1
04/01,466e0e46a4a3fdfaa584f7540b7757f1b154eaa3784778644f808c21b35ab59d,CIV.1.,0.168,1,-1,71447,5.37407,-3.96956,71447,1,8
04/01,47ee936ff10e70a30057e009f0e235064af06aba4ce66e658487285ebc42b370,CIV.1.,2.91,1,0,38611,5.25421,-3.92761,38611,1,8
04/01,483b91c2462d8e9a6a44b720544db6163041267a1b4c91f6421010102a72c933,CIV.12.,14.455,1,0,46356,7.96412,-6.68026,46356,1,8
04/01,48e0d8f48c07379862a540eee2f8c196b93c5ce23d016a199b1bcd32fe91c9a3,-1,0,0,-1,-1,,,0,-1,-1
04/01,490b87bb29d2c6706921efb3783f7a5284e071322faba55e511d3a19c1ae38f4,CIV.1.,74.091,1,0,3528,5.37964,-3.99296,77356,1,8
04/01,494697efc551b39a93ef41399a8abf3ed69aafc7388ae53a69074175a0ae6fa7,CIV.1.,0,1,-1,33151,5.37998,-3.99512,33151,1,8
04/01,49ee6b06d5c247d6573b3568af908f5aa999240ee1dd1dbd6418d72bbfb45742,CIV.1.,11.317,1,0,70791,5.36957,-3.92761,73699,1,8
04/01,4a1a971efb0cbc5844e2a76743e36d127ac912ff25632bdc211e46056dd030cc,CIV.1.,4.602,2,0.99,36068,5.30135,-3.96769,63134,1,8
04/01,4a263cfa7d34947f2a62c6b149f6ecd0b1e01f30288b3526ed91f8542d9c931b,CIV.1.,3.289,1,0,991,5.30511,-4.01409,39131,1,8
04/01,4a35110cdacd705a997ebc452acd0bc7247eb04084e1bb9ec7e422360f6921ab,CIV.1.,0,1,-1,92389,5.33112,-3.9386,92389,1,8
04/01,4b0279385463b2a0483c693fa62e024d8d6b4187e7ba48666bb07a9a2f043c89,CIV.9.,30.417,2,1.472,177961,7.48722,-5.87164,239112,1,6
04/01,4b38edd00091fb6528ced4f9927ebefe973e964f305540b6ecf1a8414918d782,CIV.1.,0.104,1,-1,118069,5.35776,-3.99531,118069,1,8
04/01,4b4a291ad1b0a32337d3b64f2d3dd2f25ff4ea16a94c20047c914f95a78e07d0,CIV.1.,0.4,2,0.081,13259,5.34618,-4.09367,58843,1,8
04/01,4b69ebe2a511a2d7b0690bfb0a4fe90b818dbdb882bed1096a3dd291ce9c776f,-1,457.316,0,-1,-1,,,379209,-1,-1
04/01,4b89632fea14056a575d82b7fab6ae35cddfe175e223742d91ef7366dd68831f,-1,89.542,0,-1,-1,,,79709,-1,-1
04/01,4bcd8c649220da5fae173e498e51fe1e12f5293b39fb07a5199844137c601799,CIV.3.,30.709,2,15.123,17648,5.22513,-3.84923,24155,1,7
04/01,4c69f9cd64ef656e0be75281209f283c7d42e9338eaa7929518a347b74ca0f03,CIV.14.,1.033,1,0,1219,9.27219,-3.00058,2903,1,6
04/01,4c8a67abaa900468a37591873ef4d1f53e35a1217a2c73fdc9fb6a415c064510,CIV.3.,66.366,2,12.839,47377,5.21576,-3.7738,75364,1,8
04/01,4d641b9fb75bd17b04f1b46b4b32cfb53a7a78cc60d43e3f667211f25d7243d2,-1,0,0,-1,-1,,,0,-1,-1
04/01,4d998e6ba03067ae5da236f2a276434540c80d0a1244d9737cd18318649a5158,CIV.1.,0.111,1,0,12492,5.36905,-3.95409,12492,1,8
04/01,4e5429436bd9d3d83c110e28fd0dfd175f06bb09aa46919a8a54d4b10d7a0ac9,-1,10.856,0,-1,-1,,,4671,-1,-1
04/01,4ef7d1fe04610a98675b392cbe5c5338d3c765439716d66c22d188bc7e3cb6cd,CIV.1.,0.078,1,-1,21255,5.27633,-3.94802,21255,1,8
04/01,4f7efa2c277125cf081791761eba81e83d3970040a8485429b5cbb96a239a375,CIV.3.,0.012,1,-1,3215,5.26315,-3.5991,3215,1,7
04/01,4f9a54be38b41ec18ffd1db840a6f3d4f4016f3fcc01f8e53e48fa2f883b9e1b,CIV.1.,7.544,2,0.049,1081,5.32992,-3.95442,5742,1,8
04/01,4fa4acc2c0dc17920c9886c63978424e9a4534e46193ffc2084de1fda5206b7d,CIV.1.,0,1,-1,81035,5.32013,-4.0155,81035,1,8
04/01,503fcb0c376cc6ccebab32e4a1af875e74147ad5d7311a1f69bf7c11838f1716,CIV.1.,13.678,2,2.162,30458,5.32661,-4.02095,53169,1,8
04/01,50c8237ad7dbac2ad36c1e3d40e5be3e1411f118774d24afa1bcb04c85c2ea8c,-1,0.418,0,-1,-1,,,82355,-1,-1
04/01,5127a239ef63d8182ed4aacbac5eebd2c4b5dd6ccbfe982dcca4100e3e2df192,-1,0,0,-1,-1,,,0,-1,-1
04/01,5132e1c6cb84fced6656cac96a08f32984a130272900f1bd90ffbdae40d3b889,CIV.1.,15.704,5,5.609,22809,5.28252,-3.9491,61932,1,8
04/01,513dc85f07d5aaeddcd4455cd77cd179fea74bf934162d296223b93ba979415f,CIV.1.,8.648,2,0.093,20372,5.28754,-3.96365,64610,1,8
04/01,51e2d7ad699f79b0c1c15b437d1cc2fbedac07c13516aa282e0169464b7943fd,-1,0,0,-1,-1,,,0,-1,-1
04/01,521400d83aa005cc3d2e9a8ed255a0d33221041fdaeeaf922bffd0c80f439eeb,CIV.1.,37.8,1,0,1675,5.37552,-3.99365,65189,1,8
04/01,52413e608c0ea6d8dcca522807038eca63780e176810f1d671ca60d93851dee6,CIV.1.,8.311,4,1.546,73833,5.28168,-3.97156,86958,1,8
04/01,52ab3c22ec26f896d03bd490fb52e608dac62e040ca0d09c9a7948789b19d1af,CIV.1.,0,1,-1,84169,5.36407,-3.97156,84169,1,8
04/01,52ef87f92bf8923f4ae501db55ebc0c67dd93f8241251dd7c014c51110370356,-1,0,0,-1,-1,,,0,-1,-1
04/01,537e4f1ac29e341abcb01804c8f826c01b7cbf764ae41ef93342b593462c86c4,-1,4.125,0,-1,-1,,,11839,-1,-1
04/01,539098d972f388166dd6948ea194e847054eeb445dd175a46880e89e4f6b7e45,CIV.2.,2.242,1,0,602,4.76549,-6.64634,64425,1,8
04/01,53a622ada3db11b0940e9787f44d1d01de4d9184657575c2686dddc6619ae660,CIV.1.,0.18,1,0,12409,5.30727,-4.0427,12409,1,8
04/01,53eeb6cc7cdb73f297d618edf85055bcf85b3679943cc2b2641290d649e4735b,-1,4.989,0,-1,-1,,,6549,-1,-1
04/01,5469f029a52a996dfa63718ed2986a07932dce2099c20e18ce0942d5d3c1faf3,CIV.1.,0.413,1,0,1323,5.35801,-4.0255,4830,1,8
04/01,54a16e524370d2787eb9bc6ed4dd383a2f1321665a9cc573dce0cdcc4a056cf1,CIV.7.,2.877,2,0.513,126695,5.31868,-4.37905,154041,1,7
